title,original_title,budget,revenue,profit,success,belongs_to_collection,count_language,runtime,genre,genre_encode,genres,release_date,director,actors
Disturbia,Disturbia,20000000,117760134.0,97760134.0,1,0,2,105.0,Thriller,17,"Thriller,Drama,Mystery",2007-04-12,D.J. Caruso,Shia LaBeouf
Pathfinder,Pathfinder,45000000,30822861.0,-14177139.0,0,0,3,99.0,Adventure,1,Adventure,2007-01-11,Marcus Nispel,Karl Urban
Slow Burn,Slow Burn,15500000,1237615.0,-14262385.0,0,0,1,93.0,Mystery,13,"Mystery,Crime,Drama,Thriller",2005-09-12,Wayne Beach,Ray Liotta
The Contract,The Contract,25000000,5549200.0,-19450800.0,0,0,1,96.0,Drama,6,"Drama,Action,Thriller,Crime",2006-04-05,Bruce Beresford,Morgan Freeman
Vacancy,Vacancy,19000000,35300645.0,16300645.0,1,1,1,80.0,Horror,11,"Horror,Thriller",2007-04-20,Nimród Antal,Kate Beckinsale
In the Land of Women,In the Land of Women,10000000,17500000.0,7500000.0,1,0,1,97.0,Romance,14,"Romance,Comedy,Drama",2007-04-16,Jon Kasdan,Meg Ryan
Mr. Bean's Holiday,Mr. Bean's Holiday,25000000,229736344.0,204736344.0,1,1,3,90.0,Family,7,"Family,Comedy",2007-03-22,Steve Bendelack,Rowan Atkinson
The Invisible,The Invisible,30000000,26810113.0,-3189887.0,0,0,1,102.0,Crime,4,"Crime,Drama,Fantasy,Mystery,Thriller",2007-04-27,David S. Goyer,Justin Chatwin
Spider-Man 3,Spider-Man 3,258000000,890871626.0,632871626.0,1,1,2,139.0,Fantasy,8,"Fantasy,Action,Adventure",2007-05-01,Sam Raimi,Tobey Maguire
Tales from Earthsea,ゲド戦記,22000000,68000000.0,46000000.0,1,0,1,115.0,Adventure,1,"Adventure,Fantasy,Animation,Science Fiction",2006-07-29,Goro Miyazaki,Junichi Okada
The Rocket: The Legend of Rocket Richard,Maurice Richard,8000000,2019009.0,-5980991.0,0,0,2,124.0,Drama,6,Drama,2005-10-25,Charles Binamé,Roy Dupuis
Day Watch,Дневной дозор,4200000,38862717.0,34662717.0,1,1,1,132.0,Fantasy,8,"Fantasy,Horror",2006-01-01,Timur Bekmambetov,Konstantin Khabenskiy
This Is England,This Is England,2380000,8176544.0,5796544.0,1,1,1,101.0,Drama,6,"Drama,Crime",2006-09-12,Shane Meadows,Thomas Turgoose
Knocked Up,Knocked Up,30000000,219076518.0,189076518.0,1,0,1,129.0,Comedy,3,"Comedy,Romance,Drama",2007-06-01,Judd Apatow,Seth Rogen
Hairspray,Hairspray,50000000,90450008.0,40450008.0,1,0,1,117.0,Family,7,"Family,Comedy,Music,Romance",2007-07-13,Adam Shankman,John Travolta
28 Weeks Later,28 Weeks Later,15000000,64238440.0,49238440.0,1,1,1,100.0,Horror,11,"Horror,Thriller,Science Fiction",2007-04-26,Juan Carlos Fresnadillo,Imogen Poots
Shrek the Third,Shrek the Third,160000000,798958165.0,638958165.0,1,1,1,93.0,Fantasy,8,"Fantasy,Adventure,Animation,Comedy,Family",2007-05-17,Chris Miller,Mike Myers
Once,Once,160000,20710513.0,20550513.0,1,0,1,85.0,Drama,6,"Drama,Music,Romance",2007-03-23,John Carney,Glen Hansard
Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,300000000,961000000.0,661000000.0,1,1,1,169.0,Adventure,1,"Adventure,Fantasy,Action",2007-05-19,Gore Verbinski,Johnny Depp
Bug,Bug,4000000,8059140.0,4059140.0,1,0,1,102.0,Horror,11,"Horror,Thriller",2006-05-19,William Friedkin,Ashley Judd
Mr. Brooks,Mr. Brooks,20000000,41637263.0,21637263.0,1,0,1,120.0,Drama,6,"Drama,Crime,Mystery,Thriller",2007-06-01,Bruce A. Evans,Kevin Costner
Gracie,Gracie,9000000,2955039.0,-6044961.0,0,0,1,97.0,Drama,6,Drama,2007-06-01,Davis Guggenheim,Jesse Lee Soffer
88 Minutes,88 Minutes,30000000,16930884.0,-13069116.0,0,0,1,108.0,Crime,4,"Crime,Mystery,Thriller",2007-02-14,Jon Avnet,Al Pacino
Ocean's Thirteen,Ocean's Thirteen,85000000,311312624.0,226312624.0,1,1,3,122.0,Crime,4,"Crime,Thriller",2007-06-07,Steven Soderbergh,George Clooney
Ten Canoes,Ten Canoes,2000000,300000.0,-1700000.0,0,0,1,90.0,Adventure,1,"Adventure,Comedy,Drama",2006-06-29,Rolf de Heer,Crusoe Kurddal
Alone With Her,Alone With Her,1000000,10018.0,-989982.0,0,0,2,78.0,Crime,4,"Crime,Drama,Romance,Thriller",2006-04-28,Eric Nicholas,Colin Hanks
Hostel: Part II,Hostel: Part II,10200000,35619521.0,25419521.0,1,1,2,93.0,Horror,11,Horror,2007-06-08,Eli Roth,Lauren German
Surf's Up,Surf's Up,85000000,149044513.0,64044513.0,1,1,1,85.0,Animation,2,"Animation,Comedy,Family",2007-06-08,Ash Brannon,Shia LaBeouf
Fantastic 4: Rise of the Silver Surfer,4: Rise of the Silver Surfer,130000000,289047763.0,159047763.0,1,1,4,92.0,Adventure,1,"Adventure,Fantasy,Action,Thriller",2007-06-13,Tim Story,Ioan Gruffudd
Fido,Fido,8000000,426224.0,-7573776.0,0,0,1,91.0,Romance,14,"Romance,Comedy,Drama,Horror",2006-09-07,Andrew Currie,Billy Connolly
Death Proof,Death Proof,25000000,25037897.0,37897.0,1,1,1,113.0,Action,0,"Action,Thriller",2007-05-21,Quentin Tarantino,Kurt Russell
Robot Monster,Robot Monster,16000,1000000.0,984000.0,1,0,1,66.0,Science Fiction,15,Science Fiction,1953-06-25,Phil Tucker,George Nader
Rescue Dawn,Rescue Dawn,10000000,7177143.0,-2822857.0,0,0,1,126.0,Adventure,1,"Adventure,Drama,War",2006-09-09,Werner Herzog,Christian Bale
The TV Set,The TV Set,2000000,265198.0,-1734802.0,0,0,2,87.0,Comedy,3,Comedy,2006-04-28,Jake Kasdan,David Duchovny
Swoon,Swoon,250000,340147.0,90147.0,1,0,1,82.0,Drama,6,Drama,1992-09-11,Tom Kalin,Daniel Schlachet
Sicko,Sicko,9000000,24538513.0,15538513.0,1,0,4,123.0,Documentary,5,Documentary,2007-05-18,Michael Moore,Michael Moore
Popular Music,Populärmusik från Vittula,2224000,28000000.0,25776000.0,1,0,2,100.0,Comedy,3,"Comedy,Drama",2004-09-24,Reza Bagher,Niklas Ulfvarson
A Mighty Heart,A Mighty Heart,16000000,18928871.0,2928871.0,1,0,3,100.0,Drama,6,"Drama,Thriller",2007-01-01,Michael Winterbottom,Angelina Jolie
1408,1408,25000000,94679598.0,69679598.0,1,0,1,104.0,Horror,11,"Horror,Thriller",2007-07-12,Mikael Håfström,John Cusack
Death at a Funeral,Death at a Funeral,9000000,46.0,-8999954.0,0,0,1,90.0,Comedy,3,"Comedy,Drama",2007-02-09,Frank Oz,Matthew Macfadyen
Live Free or Die Hard,Live Free or Die Hard,110000000,383531464.0,273531464.0,1,1,3,128.0,Action,0,"Action,Thriller",2007-06-20,Len Wiseman,Bruce Willis
License to Wed,License to Wed,35000000,69307224.0,34307224.0,1,0,1,91.0,Comedy,3,Comedy,2007-07-04,Ken Kwapis,Robin Williams
Evan Almighty,Evan Almighty,175000000,173000000.0,-2000000.0,0,1,1,96.0,Fantasy,8,"Fantasy,Comedy,Family",2007-06-09,Tom Shadyac,Steve Carell
Transformers,Transformers,150000000,709709780.0,559709780.0,1,1,2,144.0,Adventure,1,"Adventure,Science Fiction,Action",2007-06-27,Michael Bay,Shia LaBeouf
Captivity,Captivity,17000000,2626800.0,-14373200.0,0,0,1,96.0,Crime,4,"Crime,Horror,Thriller",2007-03-09,Roland Joffé,Elisha Cuthbert
Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,150000000,938212738.0,788212738.0,1,1,1,138.0,Adventure,1,"Adventure,Fantasy,Family,Mystery",2007-06-28,David Yates,Daniel Radcliffe
I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry,85000000,186072214.0,101072214.0,1,0,1,115.0,Comedy,3,"Comedy,Romance",2007-07-12,Dennis Dugan,Adam Sandler
Stardust,Stardust,70000000,135560026.0,65560026.0,1,0,1,127.0,Adventure,1,"Adventure,Fantasy,Romance,Family",2007-08-09,Matthew Vaughn,Claire Danes
The Simpsons Movie,The Simpsons Movie,75000000,527068851.0,452068851.0,1,0,1,87.0,Animation,2,"Animation,Comedy,Family",2007-07-25,David Silverman,Dan Castellaneta
I Know Who Killed Me,I Know Who Killed Me,12000000,9620399.0,-2379601.0,0,0,3,105.0,Crime,4,"Crime,Horror,Mystery,Thriller",2007-07-27,Chris Sivertson,Lindsay Lohan
No Reservations,No Reservations,28000000,92601050.0,64601050.0,1,0,1,104.0,Comedy,3,Comedy,2007-07-25,Scott Hicks,Catherine Zeta-Jones
The Bourne Ultimatum,The Bourne Ultimatum,70000000,442824138.0,372824138.0,1,1,5,115.0,Action,0,"Action,Drama,Mystery,Thriller",2007-08-03,Paul Greengrass,Matt Damon
You Kill Me,You Kill Me,4000000,2426851.0,-1573149.0,0,0,1,90.0,Comedy,3,"Comedy,Crime,Thriller,Romance",2007-02-09,John Dahl,Ben Kingsley
Superbad,Superbad,20000000,121463226.0,101463226.0,1,0,1,113.0,Comedy,3,Comedy,2007-08-17,Greg Mottola,Jonah Hill
Rush Hour 3,Rush Hour 3,140000000,258022233.0,118022233.0,1,1,5,91.0,Action,0,"Action,Comedy,Crime,Thriller",2007-08-08,Brett Ratner,Chris Tucker
The Last Legion,The Last Legion,67000000,25303038.0,-41696962.0,0,0,1,102.0,Action,0,"Action,Adventure,Fantasy,War",2007-04-19,Doug Lefler,Colin Firth
Sydney White,Sydney White,16500000,13620075.0,-2879925.0,0,0,1,108.0,Comedy,3,Comedy,2007-09-21,Joe Nussbaum,Amanda Bynes
The Kingdom,The Kingdom,70000000,86658558.0,16658558.0,1,0,2,110.0,Thriller,17,"Thriller,Action,Drama",2007-08-22,Peter Berg,Jamie Foxx
Daddy Day Camp,Daddy Day Camp,6000000,18197398.0,12197398.0,1,1,1,89.0,Comedy,3,"Comedy,Family",2007-08-08,Fred Savage,Cuba Gooding Jr.
The Invasion,The Invasion,80000000,15071514.0,-64928486.0,0,0,2,99.0,Science Fiction,15,"Science Fiction,Thriller",2007-08-17,Oliver Hirschbiegel,Nicole Kidman
War,War,25000000,40452643.0,15452643.0,1,0,4,103.0,Action,0,"Action,Thriller,Crime",2007-08-24,Philip G. Atwell,Jet Li
The Nanny Diaries,The Nanny Diaries,20000000,47738099.0,27738099.0,1,0,1,106.0,Comedy,3,"Comedy,Drama,Romance",2007-08-24,Shari Springer Berman,Scarlett Johansson
Halloween,Halloween,15000000,80253908.0,65253908.0,1,1,1,109.0,Horror,11,Horror,2007-08-31,Rob Zombie,Malcolm McDowell
Death Sentence,Death Sentence,20000000,16974459.0,-3025541.0,0,0,1,105.0,Action,0,"Action,Crime,Drama,Thriller",2007-08-31,James Wan,Kevin Bacon
The Good Night,The Good Night,15000000,20380.0,-14979620.0,0,0,2,93.0,Comedy,3,"Comedy,Drama,Romance,Fantasy,Music",2007-01-25,Jake Paltrow,Penélope Cruz
3:10 to Yuma,3:10 to Yuma,55000000,70016220.0,15016220.0,1,0,1,122.0,Western,19,Western,2007-09-06,James Mangold,Russell Crowe
Shoot 'Em Up,Shoot 'Em Up,39000000,26820641.0,-12179359.0,0,0,2,86.0,Action,0,"Action,Thriller,Comedy,Crime",2007-07-26,Michael Davis,Clive Owen
Atonement,Atonement,30000000,129266061.0,99266061.0,1,0,2,123.0,Drama,6,"Drama,Romance",2007-08-29,Joe Wright,Keira Knightley
"4 Months, 3 Weeks and 2 Days","4 luni, 3 săptămîni și 2 zile",852510,1185783.0,333273.0,1,0,1,113.0,Drama,6,Drama,2007-08-24,Cristian Mungiu,Anamaria Marinca
No End in Sight,No End in Sight,2000000,1431623.0,-568377.0,0,0,1,102.0,Documentary,5,Documentary,2007-07-27,Charles Ferguson,Campbell Scott
The Brave One,The Brave One,70000000,69766619.0,-233381.0,0,0,1,122.0,Crime,4,"Crime,Drama,Thriller",2007-09-14,Neil Jordan,Jodie Foster
In the Valley of Elah,In the Valley of Elah,23000000,29541790.0,6541790.0,1,0,1,124.0,History,10,"History,Drama,Thriller,Crime,Mystery",2007-08-31,Paul Haggis,Tommy Lee Jones
Rang De Basanti,Rang De Basanti,2200000,11502151.0,9302151.0,1,0,1,157.0,Drama,6,Drama,2006-01-26,Rakeysh Omprakash Mehra,Aamir Khan
I Could Never Be Your Woman,I Could Never Be Your Woman,24000000,9576495.0,-14423505.0,0,0,1,97.0,Comedy,3,"Comedy,Drama,Romance",2007-05-11,Amy Heckerling,Michelle Pfeiffer
December Boys,December Boys,4000000,46474.0,-3953526.0,0,0,1,105.0,Drama,6,"Drama,Romance",2007-09-20,Rod Hardy,Daniel Radcliffe
Eastern Promises,Eastern Promises,51500000,55112356.0,3612356.0,1,0,5,100.0,Thriller,17,"Thriller,Crime,Mystery",2007-09-14,David Cronenberg,Naomi Watts
Brooklyn Rules,Brooklyn Rules,8000000,458232.0,-7541768.0,0,0,1,99.0,Drama,6,"Drama,Action,Thriller",2007-04-30,Michael Corrente,Alec Baldwin
The Death and Life of Bobby Z,The Death and Life of Bobby Z,22000000,413454.0,-21586546.0,0,0,1,97.0,Drama,6,"Drama,Action,Thriller,Crime",2007-07-23,John Herzfeld,Paul Walker
Resident Evil: Extinction,Resident Evil: Extinction,45000000,148412065.0,103412065.0,1,1,1,94.0,Horror,11,"Horror,Action,Science Fiction",2007-09-20,Russell Mulcahy,Milla Jovovich
Good Luck Chuck,Good Luck Chuck,25000000,59192128.0,34192128.0,1,0,1,101.0,Comedy,3,Comedy,2007-09-21,Mark Helfrich,Dane Cook
Into the Wild,Into the Wild,15000000,56255142.0,41255142.0,1,0,2,148.0,Adventure,1,"Adventure,Drama",2007-09-11,Sean Penn,Emile Hirsch
The Game Plan,The Game Plan,22000000,147880543.0,125880543.0,1,0,1,110.0,Comedy,3,"Comedy,Family",2007-09-28,Andy Fickman,Dwayne Johnson
The Heartbreak Kid,The Heartbreak Kid,60000000,127766650.0,67766650.0,1,0,2,116.0,Comedy,3,Comedy,2007-10-05,Bobby Farrelly,Ben Stiller
Dan in Real Life,Dan in Real Life,25000000,68377859.0,43377859.0,1,0,1,98.0,Comedy,3,"Comedy,Romance,Drama",2007-10-26,Peter Hedges,Steve Carell
The Darjeeling Limited,The Darjeeling Limited,16000000,24377151.0,8377151.0,1,0,4,91.0,Adventure,1,"Adventure,Drama,Comedy",2007-09-29,Wes Anderson,Owen Wilson
We Own the Night,We Own the Night,21000000,54926886.0,33926886.0,1,0,2,117.0,Drama,6,"Drama,Crime,Thriller",2007-05-25,James Gray,Joaquin Phoenix
Elizabeth: The Golden Age,Elizabeth: The Golden Age,55000000,74237563.0,19237563.0,1,1,3,114.0,Drama,6,"Drama,History,Romance",2007-09-09,Shekhar Kapur,Cate Blanchett
Michael Clayton,Michael Clayton,25000000,92991835.0,67991835.0,1,0,1,119.0,Drama,6,"Drama,Mystery,Crime",2007-09-28,Tony Gilroy,George Clooney
Lars and the Real Girl,Lars and the Real Girl,12000000,11293663.0,-706337.0,0,0,2,106.0,Comedy,3,"Comedy,Romance,Drama",2007-10-12,Craig Gillespie,Ryan Gosling
30 Days of Night,30 Days of Night,30000000,75505973.0,45505973.0,1,1,1,113.0,Horror,11,"Horror,Thriller",2007-10-17,David Slade,Josh Hartnett
Rendition,Rendition,27500000,24748670.0,-2751330.0,0,0,2,120.0,Drama,6,"Drama,Thriller",2007-09-07,Gavin Hood,Omar Metwally
Things We Lost in the Fire,Things We Lost in the Fire,16000000,2849142.0,-13150858.0,0,0,1,113.0,Drama,6,Drama,2007-09-26,Susanne Bier,Halle Berry
Gone Baby Gone,Gone Baby Gone,19000000,34619699.0,15619699.0,1,0,1,113.0,Crime,4,"Crime,Drama,Mystery",2007-10-19,Ben Affleck,Casey Affleck
The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793.0,-15288207.0,0,0,1,160.0,Action,0,"Action,Drama,Western",2007-09-02,Andrew Dominik,Brad Pitt
10th & Wolf,10th & Wolf,8000000,143451.0,-7856549.0,0,0,1,107.0,Action,0,"Action,Crime,Drama,Mystery,Thriller",2006-02-19,Robert Moresco,James Marsden
The Edge of Heaven,Auf der anderen Seite,3800000,17804565.0,14004565.0,1,0,3,122.0,Drama,6,Drama,2007-09-27,Fatih Akin,Baki Davrak
Why Did I Get Married?,Why Did I Get Married?,15000000,55184721.0,40184721.0,1,1,1,113.0,Comedy,3,"Comedy,Drama",2007-10-12,Tyler Perry,Tyler Perry
Saw IV,Saw IV,10000000,139352633.0,129352633.0,1,1,1,93.0,Horror,11,"Horror,Thriller,Crime",2007-10-25,Darren Lynn Bousman,Tobin Bell
American Gangster,American Gangster,100000000,266465037.0,166465037.0,1,0,1,157.0,Drama,6,"Drama,Crime",2007-11-02,Ridley Scott,Denzel Washington
Bee Movie,Bee Movie,150000000,287594577.0,137594577.0,1,0,1,91.0,Family,7,"Family,Animation,Adventure,Comedy",2007-10-28,Steve Hickner,Jerry Seinfeld
Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,18000000,25005257.0,7005257.0,1,0,1,117.0,Crime,4,"Crime,Drama,Thriller",2007-09-26,Sidney Lumet,Philip Seymour Hoffman
The Diving Bell and the Butterfly,Le scaphandre et le papillon,14000000,19777647.0,5777647.0,1,0,1,112.0,Drama,6,Drama,2007-05-22,Julian Schnabel,Mathieu Amalric
No Country for Old Men,No Country for Old Men,25000000,171600000.0,146600000.0,1,0,2,122.0,Crime,4,"Crime,Drama,Thriller",2007-11-08,Joel Coen,Tommy Lee Jones
Itty Bitty Titty Committee,Itty Bitty Titty Committee,1000000,18479.0,-981521.0,0,0,1,87.0,Comedy,3,Comedy,2007-02-09,Jamie Babbit,Melonie Diaz
August Rush,August Rush,25000000,66122026.0,41122026.0,1,0,1,114.0,Family,7,"Family,Drama,Music",2007-11-21,Kirsten Sheridan,Freddie Highmore
No Mercy for the Rude,예의없는 것들,3,4.0,1.0,1,0,1,113.0,Action,0,"Action,Comedy",2006-08-24,Cheol-hie Park,Shin Ha-kyun
Lions for Lambs,Lions for Lambs,35000000,63215872.0,28215872.0,1,0,1,92.0,Action,0,"Action,Adventure,Drama,History",2007-10-22,Robert Redford,Robert Redford
Fred Claus,Fred Claus,100000000,97838349.0,-2161651.0,0,0,1,116.0,Action,0,"Action,Comedy,Drama",2007-11-03,David Dobkin,Vince Vaughn
Beowulf,Beowulf,70000000,195735876.0,125735876.0,1,0,1,115.0,Adventure,1,"Adventure,Action,Animation",2007-11-05,Robert Zemeckis,Ray Winstone
Love in the Time of Cholera,Love in the Time of Cholera,45000000,4607608.0,-40392392.0,0,0,1,139.0,Drama,6,"Drama,Romance",2007-10-04,Mike Newell,Javier Bardem
Southland Tales,Southland Tales,17000000,374743.0,-16625257.0,0,0,1,144.0,Comedy,3,"Comedy,Science Fiction,Thriller",2006-05-15,Richard Kelly,Dwayne Johnson
12,12,4000000,7537453.0,3537453.0,1,0,3,159.0,Crime,4,"Crime,Drama",2007-06-06,Nikita Mikhalkov,Sergei Makovetsky
The Mist,The Mist,18000000,57096190.0,39096190.0,1,0,1,126.0,Science Fiction,15,"Science Fiction,Horror,Thriller",2007-11-21,Frank Darabont,Thomas Jane
Enchanted,Enchanted,85000000,340487652.0,255487652.0,1,0,1,107.0,Comedy,3,"Comedy,Family,Fantasy,Romance",2007-11-20,Kevin Lima,Amy Adams
Hitman,Hitman,24000000,99965753.0,75965753.0,1,1,3,89.0,Action,0,"Action,Crime,Drama,Thriller",2007-11-21,Xavier Gens,Timothy Olyphant
P2,P2,8000000,7766240.0,-233760.0,0,0,1,98.0,Horror,11,"Horror,Thriller",2007-11-09,Franck Khalfoun,Wes Bentley
Om Shanti Om,Om Shanti Om,9100000,37707444.0,28607444.0,1,0,1,170.0,Comedy,3,"Comedy,Drama,Romance",2007-11-07,Farah Khan,Shah Rukh Khan
Awake,Awake,86000000,14373825.0,-71626175.0,0,0,2,84.0,Thriller,17,"Thriller,Crime,Mystery",2007-11-28,Joby Harold,Hayden Christensen
The Golden Compass,The Golden Compass,180000000,372234864.0,192234864.0,1,0,4,113.0,Adventure,1,"Adventure,Fantasy",2007-12-04,Chris Weitz,Dakota Blue Richards
I Am Legend,I Am Legend,150000000,585349010.0,435349010.0,1,0,1,101.0,Drama,6,"Drama,Horror,Action,Thriller,Science Fiction",2007-12-14,Francis Lawrence,Will Smith
Alvin and the Chipmunks,Alvin and the Chipmunks,60000000,361366633.0,301366633.0,1,1,4,92.0,Comedy,3,"Comedy,Music,Family,Fantasy,Animation",2007-12-13,Tim Hill,Jason Lee
I'm Not There.,I'm Not There.,20000000,4001121.0,-15998879.0,0,0,1,135.0,Drama,6,"Drama,Music",2007-10-01,Todd Haynes,Cate Blanchett
Juno,Juno,7500000,231411584.0,223911584.0,1,0,1,96.0,Comedy,3,"Comedy,Drama,Romance",2007-12-05,Jason Reitman,Ellen Page
My Blueberry Nights,My Blueberry Nights,10000000,21786738.0,11786738.0,1,0,1,111.0,Drama,6,"Drama,Romance",2007-05-16,Wong Kar-wai,Norah Jones
Redacted,Redacted,5000000,782102.0,-4217898.0,0,0,2,90.0,Drama,6,"Drama,War",2007-01-01,Brian De Palma,Izzy Diaz
The Treatment,The Treatment,900000,82701.0,-817299.0,0,0,2,86.0,Comedy,3,"Comedy,Drama,Romance",2006-04-08,Oren Rudavsky,Chris Eigeman
Journey from the Fall,Vượt Sóng,1300000,639000.0,-661000.0,0,0,2,135.0,Drama,6,Drama,2006-02-22,Ham Tran,Kiều Chinh
The Bucket List,The Bucket List,45000000,175372502.0,130372502.0,1,0,1,97.0,Drama,6,"Drama,Comedy",2007-12-25,Rob Reiner,Jack Nicholson
The Kite Runner,The Kite Runner,20000000,73276047.0,53276047.0,1,0,5,128.0,Drama,6,Drama,2007-10-14,Marc Forster,Khalid Abdalla
Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,50000000,152000000.0,102000000.0,1,0,1,116.0,Drama,6,"Drama,Horror,Music",2007-12-20,Tim Burton,Johnny Depp
National Treasure: Book of Secrets,National Treasure: Book of Secrets,130000000,457363168.0,327363168.0,1,1,3,124.0,Action,0,"Action,Adventure,Mystery,Thriller",2007-12-13,Jon Turteltaub,Nicolas Cage
There Will Be Blood,There Will Be Blood,25000000,77208711.0,52208711.0,1,0,1,158.0,Drama,6,Drama,2007-12-28,Paul Thomas Anderson,Daniel Day-Lewis
Charlie Wilson's War,Charlie Wilson's War,75000000,119000410.0,44000410.0,1,0,5,102.0,Comedy,3,"Comedy,Drama,History",2007-12-19,Mike Nichols,Tom Hanks
Aliens vs Predator: Requiem,Aliens vs Predator: Requiem,40000000,41797066.0,1797066.0,1,1,1,94.0,Fantasy,8,"Fantasy,Action,Science Fiction,Thriller,Horror",2007-12-25,Colin Strause,Steven Pasquale
Walk Hard: The Dewey Cox Story,Walk Hard: The Dewey Cox Story,35000000,18317151.0,-16682849.0,0,0,1,96.0,Comedy,3,"Comedy,Music",2007-12-21,Jake Kasdan,John C. Reilly
The Great Debaters,The Great Debaters,15000000,30226144.0,15226144.0,1,0,1,126.0,Drama,6,Drama,2007-12-27,Denzel Washington,Denzel Washington
The Water Horse,The Water Horse,40000000,103071443.0,63071443.0,1,0,1,112.0,Fantasy,8,"Fantasy,Adventure,Family",2007-12-25,Jay Russell,Alexander Nathan Etel
P.S. I Love You,P.S. I Love You,30000000,156835339.0,126835339.0,1,0,1,126.0,Drama,6,"Drama,Romance",2007-11-15,Richard LaGravenese,Hilary Swank
27 Dresses,27 Dresses,30000000,160259319.0,130259319.0,1,0,1,111.0,Comedy,3,"Comedy,Romance",2008-01-10,Anne Fletcher,Katherine Heigl
Taare Zameen Par,Taare Zameen Par,2600000,28430000.0,25830000.0,1,0,1,165.0,Drama,6,Drama,2007-12-21,Aamir Khan,Darsheel Safary
Dragon Wars: D-War,디워,70000000,53587404.0,-16412596.0,0,0,2,90.0,Fantasy,8,"Fantasy,Drama,Horror,Action,Thriller,Science Fiction",2007-02-08,Shim Hyung-Rae,Jason Behr
[REC],[REC],1500000,30448000.0,28948000.0,1,1,2,78.0,Horror,11,"Horror,Mystery",2007-04-10,Jaume Balagueró,Manuela Velasco
Flawless,Flawless,20000000,6819587.0,-13180413.0,0,0,1,108.0,Crime,4,"Crime,Drama,Thriller",2007-09-01,Michael Radford,Demi Moore
Cloverfield,Cloverfield,25000000,170764026.0,145764026.0,1,0,2,85.0,Action,0,"Action,Thriller,Science Fiction",2008-01-15,Matt Reeves,Lizzy Caplan
Untraceable,Untraceable,35000000,32483410.0,-2516590.0,0,0,1,101.0,Drama,6,Drama,2008-01-22,Gregory Hoblit,Diane Lane
Rambo,Rambo,50000000,113244290.0,63244290.0,1,1,3,92.0,Action,0,"Action,Thriller",2008-01-24,Sylvester Stallone,Sylvester Stallone
Meet the Spartans,Meet the Spartans,30000000,84646831.0,54646831.0,1,0,1,84.0,Comedy,3,Comedy,2008-01-24,Jason Friedberg,Sean Maguire
The Eye,The Eye,12000000,56309766.0,44309766.0,1,1,2,98.0,Drama,6,"Drama,Horror,Thriller",2008-02-01,David Moreau,Jessica Alba
