title,original_title,budget,revenue,profit,success,belongs_to_collection,count_language,runtime,genre,genre_encode,genres,release_date,director,actors,actorAwardNominations,actorAwardWins,actorMovies,directorAwardNominations,directorAwardWins,directorMovies
The Lunchbox,Dabba,1000000,4235151.0,3235151.0,1,0,2,104.0,Drama,6,"Drama,Romance",2013-09-19,Ritesh Batra,Irrfan Khan,22,23,148,18,22,9
Yves Saint Laurent,Yves Saint Laurent,12000000,21026290.0,9026290.0,1,0,5,106.0,Drama,6,Drama,2014-01-08,Jalil Lespert,Pierre Niney,7,4,25,1,7,10
Hunting Elephants,Hunting Elephants,2300000,4500000.0,2200000.0,1,0,3,107.0,Comedy,3,"Comedy,Crime",2013-07-03,Reshef Levy,Moni Moshonov,6,1,46,5,0,2
Underdogs,Metegol,22000000,24000000.0,2000000.0,1,0,2,106.0,Animation,2,"Animation,Adventure,Romance",2013-07-18,Juan José Campanella,Juan José Campanella,39,57,5,41,57,29
The Railway Man,The Railway Man,18000000,22309223.0,4309223.0,1,0,1,116.0,Drama,6,"Drama,History",2013-12-26,Jonathan Teplitzky,Jeremy Irvine,2,1,21,16,3,13
Diana,Diana,15000000,21766271.0,6766271.0,1,0,1,113.0,Drama,6,"Drama,Romance",2013-09-19,Oliver Hirschbiegel,Naomi Watts,88,57,85,18,18,22
Ride Along,Ride Along,25000000,153997819.0,128997819.0,1,1,1,99.0,Action,0,"Action,Comedy",2014-01-07,Tim Story,Ice Cube,25,9,62,6,0,26
Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,60000000,50549107.0,-9450893.0,0,1,1,105.0,Action,0,"Action,Drama,Thriller",2014-01-15,Kenneth Branagh,Chris Pine,30,8,48,63,36,22
Divergent,Divergent,85000000,288747895.0,203747895.0,1,1,1,139.0,Adventure,1,"Adventure,Action,Science Fiction",2014-03-14,Neil Burger,Shailene Woodley,69,37,34,5,4,10
HOUBA! On the Trail of the Marsupilami,Sur la Piste du Marsupilami,50000000,48600000.0,-1400000.0,0,0,1,105.0,Adventure,1,"Adventure,Comedy",2012-04-03,Alain Chabat,Alain Chabat,5,2,65,5,2,8
Devil's Due,Devil's Due,7000000,36433975.0,29433975.0,1,0,1,89.0,Horror,11,Horror,2014-01-08,Matt Bettinelli-Olpin,Allison Miller,0,0,30,2,0,15
The First Power,The First Power,10000000,22424195.0,12424195.0,1,0,1,98.0,Crime,4,"Crime,Thriller,Horror",1990-04-06,Robert Resnikoff,Lou Diamond Phillips,7,10,142,0,0,2
Decoding Annie Parker,Decoding Annie Parker,2000000,48390.0,-1951610.0,0,0,1,91.0,Drama,6,Drama,2014-05-02,Steven Bernstein,Samantha Morton,61,23,55,5,2,3
Justice League: War,Justice League: War,3500000,5155325.0,1655325.0,1,1,2,79.0,Animation,2,Animation,2014-02-02,Jay Oliva,Michelle Monaghan,8,4,45,0,0,18
Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,7700000,46000000.0,38300000.0,1,0,1,159.0,Romance,14,Romance,2013-05-31,Ayan Mukherjee,Ranbir Kapoor,27,28,29,11,2,3
Vizontele Tuuba,Vizontele Tuuba,3000000,13954476.0,10954476.0,1,0,1,111.0,Comedy,3,"Comedy,Drama",2004-01-21,Yılmaz Erdoğan,Yılmaz Erdoğan,4,4,25,4,4,14
Ernest & Celestine,Ernest et Célestine,12516654,8109160.0,-4407494.0,0,0,1,78.0,Animation,2,"Animation,Comedy,Drama,Family",2012-12-12,Stéphane Aubier,Anne-Marie Loop,0,0,12,11,18,20
"I, Frankenstein","I, Frankenstein",65000000,71154592.0,6154592.0,1,0,1,92.0,Horror,11,"Horror,Thriller",2014-01-22,Stuart Beattie,Aaron Eckhart,18,8,44,11,4,2
Better Living Through Chemistry,Better Living Through Chemistry,5000000,75143.0,-4924857.0,0,0,1,91.0,Drama,6,"Drama,Comedy",2014-03-14,Geoff Moore,Olivia Wilde,13,5,55,0,0,1
Labor Day,Labor Day,18000000,20275812.0,2275812.0,1,0,1,111.0,Drama,6,Drama,2013-12-27,Jason Reitman,Josh Brolin,50,12,70,70,67,18
The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,33000000,9494789.0,-23505211.0,0,0,1,105.0,Adventure,1,"Adventure,Drama,Family",2013-10-16,Jean-Pierre Jeunet,Kyle Catlett,2,1,12,30,46,16
The Monuments Men,The Monuments Men,70000000,154984035.0,84984035.0,1,0,4,118.0,War,18,"War,Drama,History,Action",2014-01-24,George Clooney,Matt Damon,142,36,81,200,90,8
The Lego Movie,The Lego Movie,60000000,469160692.0,409160692.0,1,1,1,100.0,Adventure,1,"Adventure,Animation,Comedy,Family,Fantasy",2014-02-06,Phil Lord,Chris Pratt,32,16,50,14,15,8
RoboCop,RoboCop,120000000,242688965.0,122688965.0,1,1,1,102.0,Action,0,"Action,Science Fiction",2014-01-30,José Padilha,Joel Kinnaman,2,1,47,14,44,12
Sabotage,Sabotage,35000000,17508518.0,-17491482.0,0,0,1,110.0,Action,0,"Action,Drama,Thriller,Crime",2014-03-28,David Ayer,Arnold Schwarzenegger,37,25,71,5,0,14
The Zero Theorem,The Zero Theorem,8500000,770706.0,-7729294.0,0,0,1,107.0,Drama,6,"Drama,Fantasy,Science Fiction",2014-01-02,Terry Gilliam,Christoph Waltz,42,84,112,30,24,19
Endless Love,Endless Love,20000000,34077920.0,14077920.0,1,0,1,103.0,Drama,6,"Drama,Romance",2014-02-12,Shana Feste,Alex Pettyfer,6,4,20,3,0,6
Winter's Tale,Winter's Tale,60000000,30800231.0,-29199769.0,0,0,1,118.0,Drama,6,"Drama,Fantasy,Mystery,Romance",2014-02-13,Akiva Goldsman,Colin Farrell,57,14,57,17,9,7
Joe,Joe,4000000,2365467.0,-1634533.0,0,0,1,118.0,Drama,6,Drama,2014-04-11,David Gordon Green,Nicolas Cage,65,45,97,36,14,24
Love Story 2050,Love Story 2050,20000000,5000000.0,-15000000.0,0,0,1,171.0,Science Fiction,15,"Science Fiction,Romance",2008-07-04,Harry Baweja,Harman Baweja,0,0,6,0,0,13
About Last Night,About Last Night,12500000,49002684.0,36502684.0,1,0,1,100.0,Comedy,3,"Comedy,Romance",2014-02-14,Steve Pink,Kevin Hart,34,15,86,6,1,23
The Grand Budapest Hotel,The Grand Budapest Hotel,30000000,174600318.0,144600318.0,1,0,2,99.0,Comedy,3,"Comedy,Drama",2014-02-26,Wes Anderson,Ralph Fiennes,104,40,72,157,75,18
That Awkward Moment,That Awkward Moment,8000000,26049082.0,18049082.0,1,0,1,94.0,Comedy,3,"Comedy,Romance",2014-01-29,Tom Gormican,Zac Efron,32,30,56,0,0,1
Interstellar,Interstellar,165000000,675120017.0,510120017.0,1,0,1,169.0,Adventure,1,"Adventure,Drama,Science Fiction",2014-11-05,Christopher Nolan,Matthew McConaughey,80,48,68,218,138,14
3 Days to Kill,3 Days to Kill,28000000,52597999.0,24597999.0,1,0,1,113.0,Action,0,"Action,Drama,Thriller,Crime",2014-02-14,McG,Kevin Costner,59,54,61,1,2,40
Non-Stop,Non-Stop,50000000,222809600.0,172809600.0,1,0,2,106.0,Action,0,"Action,Thriller,Mystery",2014-01-26,Jaume Collet-Serra,Liam Neeson,40,23,128,5,0,13
300: Rise of an Empire,300: Rise of an Empire,110000000,337580051.0,227580051.0,1,1,1,102.0,Action,0,"Action,War",2014-03-05,Noam Murro,Sullivan Stapleton,4,0,47,7,2,4
Mr. Peabody & Sherman,Mr. Peabody & Sherman,145000000,272912430.0,127912430.0,1,0,1,92.0,Animation,2,"Animation,Adventure,Family",2014-02-07,Rob Minkoff,Ty Burrell,47,18,40,5,1,14
Under the Skin,Under the Skin,13300000,5380251.0,-7919749.0,0,0,1,108.0,Thriller,17,"Thriller,Science Fiction,Drama",2014-03-14,Jonathan Glazer,Scarlett Johansson,140,43,64,35,8,20
Need for Speed,Need for Speed,66000000,203277636.0,137277636.0,1,0,1,130.0,Action,0,"Action,Crime,Drama,Thriller",2014-03-13,Scott Waugh,Aaron Paul,16,20,79,1,1,5
Barefoot,Barefoot,6000000,15071.0,-5984929.0,0,0,1,90.0,Comedy,3,"Comedy,Drama,Romance",2014-02-02,Andrew Fleming,Evan Rachel Wood,42,18,56,4,1,27
Veronica Mars,Veronica Mars,6000000,3485127.0,-2514873.0,0,0,1,107.0,Comedy,3,"Comedy,Drama,Crime",2014-03-13,Rob Thomas,Kristen Bell,39,12,94,0,0,1
Bad Words,Bad Words,9500000,7800000.0,-1700000.0,0,0,1,88.0,Comedy,3,Comedy,2013-09-06,Jason Bateman,Jason Bateman,42,13,88,43,13,10
Son of God,Son of God,22000000,67800064.0,45800064.0,1,0,2,138.0,Drama,6,Drama,2014-02-28,Christopher Spencer,Roma Downey,7,4,29,2,0,1
Space Pirate Captain Harlock,キャプテンハーロック,30000000,17137302.0,-12862698.0,0,1,1,115.0,Animation,2,"Animation,Science Fiction",2013-09-07,Shinji Aramaki,Shun Oguri,0,0,111,2,0,15
Captain America: The Winter Soldier,Captain America: The Winter Soldier,170000000,714766572.0,544766572.0,1,1,1,136.0,Action,0,"Action,Adventure,Science Fiction",2014-03-20,Anthony Russo,Chris Evans,36,6,52,10,3,22
Noah,Noah,125000000,362637473.0,237637473.0,1,0,1,139.0,Drama,6,"Drama,Adventure",2014-03-20,Darren Aronofsky,Russell Crowe,74,36,58,84,40,14
Across to Singapore,Across to Singapore,290000,596000.0,306000.0,1,0,1,85.0,Adventure,1,"Adventure,Drama",1928-04-07,William Nigh,Ramon Novarro,2,2,63,0,0,120
13 Sins,13 Sins,5000000,13809.0,-4986191.0,0,0,1,93.0,Horror,11,"Horror,Thriller",2014-04-18,Daniel Stamm,Mark Webber,8,5,57,2,2,9
The Legend of Hercules,The Legend of Hercules,70000000,61279452.0,-8720548.0,0,0,1,99.0,Action,0,"Action,Adventure",2014-01-10,Renny Harlin,Kellan Lutz,7,4,43,12,3,32
Muppets Most Wanted,Muppets Most Wanted,50000000,80383290.0,30383290.0,1,1,2,112.0,Comedy,3,"Comedy,Adventure,Crime,Family",2014-03-20,James Bobin,Ricky Gervais,58,25,49,18,13,15
Blood Ties,Blood Ties,25500000,2415472.0,-23084528.0,0,0,3,128.0,Thriller,17,"Thriller,Crime,Drama",2013-08-22,Guillaume Canet,Clive Owen,38,21,74,16,10,11
Best Man Down,Best Man Down,1500000,1938.0,-1498062.0,0,0,1,90.0,Comedy,3,"Comedy,Drama",2012-10-20,Ted Koland,Justin Long,8,3,91,0,0,1
The Quiet Ones,The Quiet Ones,200000,17834867.0,17634867.0,1,0,1,98.0,Horror,11,Horror,2014-04-01,John Pogue,Jared Harris,14,7,84,2,0,4
Draft Day,Draft Day,25000000,28831145.0,3831145.0,1,0,1,109.0,Drama,6,Drama,2014-04-11,Ivan Reitman,Kevin Costner,59,54,61,12,8,22
The Raid 2,The Raid 2: Berandal,4500000,2627209.0,-1872791.0,0,1,4,150.0,Action,0,"Action,Crime,Thriller",2014-03-27,Gareth Evans,Iko Uwais,0,0,12,9,9,9
The Amazing Spider-Man 2,The Amazing Spider-Man 2,200000000,705717432.0,505717432.0,1,1,1,142.0,Action,0,"Action,Adventure,Fantasy",2014-04-16,Marc Webb,Andrew Garfield,81,19,29,7,7,47
Oculus,Oculus,5000000,44030246.0,39030246.0,1,0,1,104.0,Horror,11,Horror,2013-09-08,Mike Flanagan,Karen Gillan,17,7,53,16,26,14
God's Not Dead,God's Not Dead,17000000,29789000.0,12789000.0,1,1,1,113.0,Drama,6,Drama,2014-03-21,Harold Cronk,Kevin Sorbo,5,1,133,1,1,10
Beauty and the Beast,La Belle et la Bête,33000000,49100000.0,16100000.0,1,0,2,112.0,Fantasy,8,"Fantasy,Romance",2014-02-12,Christophe Gans,Vincent Cassel,19,8,83,6,2,7
Rio 2,Rio 2,103000000,500188435.0,397188435.0,1,1,2,102.0,Animation,2,"Animation,Adventure,Comedy,Family",2014-03-19,Carlos Saldanha,Jesse Eisenberg,57,22,46,15,4,12
Transcendence,Transcendence,100000000,103039258.0,3039258.0,1,0,1,119.0,Thriller,17,"Thriller,Science Fiction,Drama,Mystery",2014-04-16,Wally Pfister,Johnny Depp,143,79,91,41,27,4
Heaven is for Real,Heaven is for Real,12000000,101332962.0,89332962.0,1,0,1,99.0,Drama,6,Drama,2014-04-16,Randall Wallace,Greg Kinnear,20,13,69,5,6,5
The Other Woman,The Other Woman,40000000,196781193.0,156781193.0,1,0,1,109.0,Comedy,3,"Comedy,Romance",2014-04-16,Nick Cassavetes,Cameron Diaz,83,33,55,8,5,12
Brick Mansions,Brick Mansions,28000000,68896829.0,40896829.0,1,0,1,90.0,Action,0,"Action,Crime,Drama",2014-04-22,Camille Delamarre,Paul Walker,11,7,42,10,4,5
Locke,Locke,2000000,4635300.0,2635300.0,1,0,1,85.0,Drama,6,"Drama,Thriller",2014-04-10,Steven Knight,Tom Hardy,77,17,55,29,13,4
Pompeii,Pompeii,130000000,117831631.0,-12168369.0,0,0,1,105.0,Action,0,"Action,Adventure,History,Romance,Drama",2014-02-18,Paul W.S. Anderson,Kit Harington,18,3,15,2,2,17
Neighbors,Neighbors,18000000,268157400.0,250157400.0,1,1,1,96.0,Comedy,3,Comedy,2014-05-08,Nicholas Stoller,Seth Rogen,34,12,92,8,2,11
Tentacles,Tentacoli,750000,3000000.0,2250000.0,1,0,1,102.0,Thriller,17,"Thriller,Horror,Science Fiction",1977-02-25,Ovidio G. Assonitis,John Huston,66,40,54,0,0,6
Belle,Belle,10900000,16505460.0,5605460.0,1,0,1,105.0,Drama,6,Drama,2013-09-08,Amma Asante,Gugu Mbatha-Raw,23,7,46,11,13,5
The Immigrant,The Immigrant,16000000,5867686.0,-10132314.0,0,0,3,117.0,Drama,6,"Drama,Romance",2013-07-03,James Gray,Marion Cotillard,114,78,84,28,5,10
A Wednesday!,अ वेडनसडे,1400000,3500000.0,2100000.0,1,0,1,103.0,Action,0,"Action,Drama",2008-09-05,Neeraj Pandey,Anupam Kher,17,15,420,6,2,7
Moms' Night Out,Moms' Night Out,5000000,10429707.0,5429707.0,1,0,1,98.0,Comedy,3,Comedy,2014-03-25,Jon Erwin,Sarah Drew,1,1,36,3,3,14
Lucy,Lucy,40000000,126546825.0,86546825.0,1,0,5,89.0,Action,0,"Action,Science Fiction",2014-07-14,Luc Besson,Scarlett Johansson,140,43,64,26,28,31
X-Men: Days of Future Past,X-Men: Days of Future Past,250000000,747862775.0,497862775.0,1,1,1,131.0,Action,0,"Action,Adventure,Fantasy,Science Fiction",2014-05-15,Bryan Singer,Hugh Jackman,87,29,57,23,19,20
Godzilla,Godzilla,160000000,529076069.0,369076069.0,1,0,2,123.0,Action,0,"Action,Science Fiction,Thriller",2014-05-14,Gareth Edwards,Aaron Taylor-Johnson,18,4,40,13,14,7
Walk of Shame,Walk of Shame,15000000,59209.0,-14940791.0,0,0,1,95.0,Comedy,3,Comedy,2014-05-02,Steven Brill,Elizabeth Banks,35,16,87,2,2,12
Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,70000000,18662027.0,-51337973.0,0,0,1,88.0,Animation,2,"Animation,Music,Family",2013-06-13,Dan St. Pierre,Lea Michele,29,12,11,2,0,5
Chef,Chef,11000000,45967935.0,34967935.0,1,0,2,114.0,Comedy,3,Comedy,2014-05-08,Jon Favreau,Jon Favreau,11,7,69,11,7,21
Afflicted,Afflicted,318000,121179.0,-196821.0,0,0,3,85.0,Horror,11,"Horror,Thriller",2014-04-04,Derek Lee,Baya Rehaz,2,2,18,3,5,5
Blended,Blended,40000000,123494610.0,83494610.0,1,0,1,117.0,Comedy,3,Comedy,2014-05-21,Frank Coraci,Drew Barrymore,57,33,76,0,0,13
Begin Again,Begin Again,8000000,63464861.0,55464861.0,1,0,1,104.0,Comedy,3,"Comedy,Music,Romance,Drama",2013-09-07,John Carney,Mark Ruffalo,113,32,67,16,12,14
Maleficent,Maleficent,180000000,758539785.0,578539785.0,1,0,1,97.0,Fantasy,8,"Fantasy,Adventure,Action,Family,Romance",2014-05-28,Robert Stromberg,Angelina Jolie,111,56,54,32,21,7
Edge of Tomorrow,Edge of Tomorrow,178000000,370541256.0,192541256.0,1,0,1,113.0,Action,0,"Action,Science Fiction",2014-05-27,Doug Liman,Tom Cruise,80,54,46,7,2,23
Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,150000000,682330139.0,532330139.0,1,1,3,131.0,Action,0,"Action,Adventure,Thriller",2015-07-23,Christopher McQuarrie,Tom Cruise,80,54,46,5,9,4
Million Dollar Arm,Million Dollar Arm,25000000,38307627.0,13307627.0,1,0,2,124.0,Drama,6,Drama,2014-05-09,Craig Gillespie,Jon Hamm,84,18,90,10,5,11
The Fault in Our Stars,The Fault in Our Stars,12000000,307166834.0,295166834.0,1,0,1,125.0,Romance,14,"Romance,Drama",2014-05-16,Josh Boone,Shailene Woodley,69,37,34,1,2,5
The Grand Seduction,The Grand Seduction,12700000,3430018.0,-9269982.0,0,0,1,112.0,Comedy,3,Comedy,2014-05-30,Don McKellar,Brendan Gleeson,43,16,98,37,24,14
Black Nativity,Black Nativity,17500000,7018189.0,-10481811.0,0,0,1,93.0,Drama,6,"Drama,Music",2013-11-27,Kasi Lemmons,Forest Whitaker,56,56,126,5,8,9
Minuscule: Valley of the Lost Ants,Minuscule - La vallée des fourmis perdues,19700000,30000000.0,10300000.0,1,0,1,89.0,Animation,2,"Animation,Adventure,Family",2013-11-17,Hélène Giraud,Sarah Cohen-Hadria,0,0,11,3,5,3
Mindscape,Mindscape,4357373,1200000.0,-3157373.0,0,0,1,99.0,Thriller,17,"Thriller,Drama",2013-10-13,Jorge Dorado,Mark Strong,7,3,104,4,5,16
Bikini Spring Break,Bikini Spring Break,500000,500000.0,0.0,0,0,1,87.0,Comedy,3,Comedy,2012-06-26,Jared Cohn,Robert Carradine,2,1,132,0,0,30
22 Jump Street,22 Jump Street,50000000,188441614.0,138441614.0,1,1,1,112.0,Crime,4,"Crime,Comedy,Action",2014-06-05,Phil Lord,Jonah Hill,58,9,60,14,15,8
Human Capital,Il capitale umano,6000000,5809330.0,-190670.0,0,0,1,111.0,Drama,6,Drama,2014-01-09,Paolo Virzì,Fabrizio Bentivoglio,25,22,72,50,71,19
The Equalizer,The Equalizer,55000000,192330738.0,137330738.0,1,0,1,132.0,Thriller,17,"Thriller,Action,Crime",2014-09-24,Antoine Fuqua,Denzel Washington,168,83,56,8,4,63
How to Train Your Dragon 2,How to Train Your Dragon 2,145000000,609123048.0,464123048.0,1,1,1,102.0,Fantasy,8,"Fantasy,Action,Adventure,Animation,Comedy,Family",2014-06-12,Dean DeBlois,Jay Baruchel,10,4,60,25,10,6
Birdman,Birdman,18000000,103215094.0,85215094.0,1,0,1,119.0,Drama,6,"Drama,Comedy",2014-08-27,Alejandro González Iñárritu,Michael Keaton,40,65,81,156,121,15
17 Girls,17 filles,4141459,201607.0,-3939852.0,0,0,1,87.0,Drama,6,Drama,2011-06-13,Muriel Coulin,Louise Grinberg,0,0,15,8,8,5
Boyhood,Boyhood,4000000,44349000.0,40349000.0,1,0,2,164.0,Drama,6,Drama,2014-06-05,Richard Linklater,Ellar Coltrane,20,7,13,145,111,29
Think Like a Man Too,Think Like a Man Too,24000000,70181428.0,46181428.0,1,1,1,105.0,Comedy,3,"Comedy,Romance",2014-06-20,Tim Story,Adam Brody,4,4,74,6,0,26
Jersey Boys,Jersey Boys,40000000,67347013.0,27347013.0,1,0,1,134.0,Music,12,"Music,Drama",2014-06-05,Clint Eastwood,Christopher Walken,35,23,133,162,148,40
Transformers: Age of Extinction,Transformers: Age of Extinction,210000000,1091405097.0,881405097.0,1,1,1,165.0,Science Fiction,15,"Science Fiction,Action,Adventure",2014-06-25,Michael Bay,Mark Wahlberg,71,22,65,11,8,57
Planes: Fire & Rescue,Planes: Fire & Rescue,50000000,151165787.0,101165787.0,1,1,1,83.0,Animation,2,"Animation,Comedy,Adventure,Family",2014-07-17,Roberts Gannaway,Dane Cook,4,3,46,6,1,16
Mrs. Brown's Boys D'Movie,Mrs. Brown's Boys D'Movie,5900000,23000000.0,17100000.0,1,0,1,94.0,Comedy,3,Comedy,2014-06-27,Ben Kellett,"""Brendan OCarroll""",11,8,15,8,4,37
Tammy,Tammy,20000000,100525432.0,80525432.0,1,0,1,97.0,Comedy,3,Comedy,2014-07-02,Ben Falcone,Melissa McCarthy,75,26,51,1,1,5
The Babadook,The Babadook,2000000,6676471.0,4676471.0,1,0,1,93.0,Drama,6,"Drama,Thriller,Horror",2014-05-22,Jennifer Kent,Essie Davis,31,16,50,20,27,5
White God,Fehér Isten,2200000,282358.0,-1917642.0,0,0,2,121.0,Drama,6,Drama,2014-06-12,Kornél Mundruczó,Zsófia Psotta,0,0,2,28,42,18
Whiplash,Whiplash,3300000,13092000.0,9792000.0,1,0,1,105.0,Drama,6,Drama,2014-10-10,Damien Chazelle,Miles Teller,22,4,29,122,72,6
Gone Girl,Gone Girl,61000000,369330363.0,308330363.0,1,0,1,145.0,Mystery,13,"Mystery,Thriller,Drama",2014-10-01,David Fincher,Ben Affleck,110,73,70,112,66,84
Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,170000000,710644566.0,540644566.0,1,1,1,130.0,Science Fiction,15,"Science Fiction,Action,Drama,Thriller",2014-06-26,Matt Reeves,Andy Serkis,52,39,96,8,2,13
No One Lives,No One Lives,2900000,74918.0,-2825082.0,0,0,1,86.0,Horror,11,"Horror,Thriller",2013-03-09,Ryûhei Kitamura,Luke Evans,5,1,40,9,6,24
And So It Goes,And So It Goes,18000000,25312387.0,7312387.0,1,0,1,94.0,Comedy,3,"Comedy,Drama,Romance",2014-07-20,Rob Reiner,Michael Douglas,42,50,60,28,26,26
Sex Tape,Sex Tape,40000000,126069509.0,86069509.0,1,0,1,97.0,Comedy,3,Comedy,2014-07-17,Jake Kasdan,Cameron Diaz,83,33,55,6,2,21
The Purge: Anarchy,The Purge: Anarchy,9000000,108782847.0,99782847.0,1,1,1,104.0,Horror,11,"Horror,Thriller",2014-07-17,James DeMonaco,Frank Grillo,2,0,69,4,1,5
Guardians of the Galaxy,Guardians of the Galaxy,170000000,773328629.0,603328629.0,1,1,1,121.0,Action,0,"Action,Science Fiction,Adventure",2014-07-30,James Gunn,Chris Pratt,32,16,50,10,15,13
The Signal,The Signal,4000000,600896.0,-3399104.0,0,0,1,95.0,Thriller,17,"Thriller,Science Fiction",2014-03-15,William Eubank,Brenton Thwaites,1,2,22,1,1,5
The Expendables 3,The Expendables 3,90000000,206172544.0,116172544.0,1,1,1,127.0,Action,0,"Action,Adventure,Thriller",2014-08-04,Patrick Hughes,Sylvester Stallone,65,59,83,3,1,7
Hercules,Hercules,100000000,243400000.0,143400000.0,1,0,1,99.0,Action,0,"Action,Adventure",2014-07-23,Brett Ratner,Dwayne Johnson,52,12,102,6,8,54
A Most Wanted Man,A Most Wanted Man,15000000,31554855.0,16554855.0,1,0,1,121.0,Thriller,17,Thriller,2014-07-25,Anton Corbijn,Philip Seymour Hoffman,100,90,65,16,17,103
Wish I Was Here,Wish I Was Here,5500000,5483299.0,-16701.0,0,0,1,120.0,Drama,6,"Drama,Comedy",2014-01-18,Zach Braff,Zach Braff,43,14,39,43,14,9
Earth to Echo,Earth to Echo,13000000,45300000.0,32300000.0,1,0,1,89.0,Family,7,"Family,Adventure,Science Fiction",2014-06-14,Dave Green,Teo Halm,0,0,9,1,2,8
Step Up All In,Step Up All In,45000000,86165646.0,41165646.0,1,1,1,112.0,Romance,14,"Romance,Drama,Music",2014-07-16,Trish Sie,Ryan Guzman,1,0,21,2,1,8
Life After Beth,Life After Beth,2400000,88273.0,-2311727.0,0,0,1,90.0,Romance,14,"Romance,Comedy,Horror",2014-08-15,Jeff Baena,Aubrey Plaza,20,4,66,9,0,3
The Rover,The Rover,12250000,2295423.0,-9954577.0,0,0,2,103.0,Crime,4,"Crime,Drama",2014-05-18,David Michôd,Guy Pearce,38,11,72,16,21,12
Magic in the Moonlight,Magic in the Moonlight,16800000,51029361.0,34229361.0,1,0,1,97.0,Comedy,3,"Comedy,Drama,Romance",2014-07-25,Woody Allen,Colin Firth,56,67,84,213,136,55
The Hundred-Foot Journey,The Hundred-Foot Journey,22000000,88880821.0,66880821.0,1,0,3,122.0,Drama,6,Drama,2014-08-06,Lasse Hallström,Helen Mirren,125,123,131,17,18,70
Jupiter Ascending,Jupiter Ascending,176000003,183987723.0,7987720.0,1,0,1,124.0,Science Fiction,15,"Science Fiction,Fantasy,Action,Adventure",2015-02-04,Lilly Wachowski,Mila Kunis,56,14,63,23,11,11
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,125000000,477200000.0,352200000.0,1,1,1,101.0,Science Fiction,15,"Science Fiction,Action,Adventure,Fantasy,Comedy",2014-08-07,Jonathan Liebesman,Megan Fox,21,7,32,3,2,9
The Giver,The Giver,25000000,66980456.0,41980456.0,1,0,1,94.0,Drama,6,"Drama,Science Fiction",2014-08-11,Phillip Noyce,Jeff Bridges,107,46,90,10,24,60
Let's Be Cops,Let's Be Cops,17000000,136621271.0,119621271.0,1,0,1,104.0,Comedy,3,Comedy,2014-08-13,Luke Greenfield,Jake Johnson,7,1,65,1,5,15
The Sacrament,The Sacrament,4000000,9221.0,-3990779.0,0,0,1,99.0,Horror,11,"Horror,Mystery,Thriller",2013-09-02,Ti West,Joe Swanberg,13,1,52,14,5,17
Make Your Move,Make Your Move,15,122.0,107.0,1,0,1,110.0,Music,12,Music,2013-08-07,Duane Adler,Derek Hough,13,3,12,0,0,4
Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,65000000,39407616.0,-25592384.0,0,1,1,102.0,Crime,4,"Crime,Thriller",2014-08-20,Robert Rodriguez,Mickey Rourke,38,39,85,28,38,43
If I Stay,If I Stay,11000000,78874843.0,67874843.0,1,0,1,106.0,Drama,6,Drama,2014-08-21,R.J. Cutler,Chloë Grace Moretz,41,27,66,14,5,17
"Two Days, One Night","Deux jours, une nuit",7000000,6860853.0,-139147.0,0,0,1,95.0,Drama,6,Drama,2014-05-21,Luc Dardenne,Marion Cotillard,114,78,84,62,55,19
The Pyramid,The Pyramid,6500000,13865435.0,7365435.0,1,0,1,89.0,Horror,11,Horror,2014-12-04,Grégory Levasseur,Ashley Grace,0,0,29,0,0,1
Life of Crime,Life of Crime,12000000,265452.0,-11734548.0,0,0,1,94.0,Comedy,3,"Comedy,Crime",2013-09-14,Daniel Schechter,John Hawkes,60,18,134,0,0,6
"As Above, So Below","As Above, So Below",5000000,40100000.0,35100000.0,1,0,1,93.0,Horror,11,"Horror,Thriller",2014-08-14,John Erick Dowdle,Perdita Weeks,0,0,32,3,1,9
The Guest,The Guest,5000000,2367161.0,-2632839.0,0,0,1,99.0,Mystery,13,"Mystery,Thriller,Action",2014-09-17,Adam Wingard,Dan Stevens,14,4,39,16,6,21
